Entry	Entry Name	Gene Names	Organism
Q3UZV7	ELAP2_MOUSE	Elapor2 Eig121l	Mus musculus (Mouse)
Q3V0B4	CFA65_MOUSE	Cfap65 Ccdc108	Mus musculus (Mouse)
Q3V1H3	HPHL1_MOUSE	Hephl1 Gm509	Mus musculus (Mouse)
Q3V3R4	ITA1_MOUSE	Itga1	Mus musculus (Mouse)
Q4V9Z5	SE6L2_MOUSE	Sez6l2	Mus musculus (Mouse)
Q4VA61	DSCL1_MOUSE	Dscaml1	Mus musculus (Mouse)
Q52KR2	LRIG2_MOUSE	Lrig2 Kiaa0806	Mus musculus (Mouse)
Q56A07	SCN2B_MOUSE	Scn2b Gm183	Mus musculus (Mouse)
Q5DID3	UROL1_MOUSE	Umodl1	Mus musculus (Mouse)
Q5NCP0	RNF43_MOUSE	Rnf43	Mus musculus (Mouse)
Q5ND28	SREC_MOUSE	Scarf1 Kiaa0149 Srec	Mus musculus (Mouse)
Q5QNS5	HAVR1_MOUSE	Havcr1 Kim1 Tim1 Timd1	Mus musculus (Mouse)
Q5SDA5	GUC2F_MOUSE	Gucy2f	Mus musculus (Mouse)
Q5SSZ7	ZNRF3_MOUSE	Znrf3	Mus musculus (Mouse)
Q5SZV5	K0319_MOUSE	Kiaa0319	Mus musculus (Mouse)
Q5UKY4	MO2R3_MOUSE	Cd200r3 Cd200rlb	Mus musculus (Mouse)
Q60519	SEM5B_MOUSE	Sema5b Kiaa1445 Semag SemG	Mus musculus (Mouse)
Q60625	ICAM5_MOUSE	Icam5 Icam3 Tlcn	Mus musculus (Mouse)
Q60629	EPHA5_MOUSE	Epha5 Bsk Ehk1	Mus musculus (Mouse)
Q60673	PTPRN_MOUSE	Ptprn Ptp35	Mus musculus (Mouse)
Q60677	ITAE_MOUSE	Itgae	Mus musculus (Mouse)
Q60696	PMEL_MOUSE	Pmel D10H12S53E Pmel17 Si Silv	Mus musculus (Mouse)
Q60718	ADAM2_MOUSE	Adam2 Ftnb	Mus musculus (Mouse)
Q60750	EPHA1_MOUSE	Epha1 Esk	Mus musculus (Mouse)
Q60751	IGF1R_MOUSE	Igf1r	Mus musculus (Mouse)
Q60805	MERTK_MOUSE	Mertk Mer	Mus musculus (Mouse)
Q60813	ADM1A_MOUSE	Adam1a Adam1 Ftna	Mus musculus (Mouse)
Q60819	I15RA_MOUSE	Il15ra	Mus musculus (Mouse)
Q60943	I17RA_MOUSE	Il17ra Il17r	Mus musculus (Mouse)
Q61003	CD6_MOUSE	Cd6	Mus musculus (Mouse)
Q61006	MUSK_MOUSE	Musk Nsk2	Mus musculus (Mouse)
Q61072	ADAM9_MOUSE	Adam9 Kiaa0021 Mdc9 Mltng	Mus musculus (Mouse)
Q61098	IL18R_MOUSE	Il18r1	Mus musculus (Mouse)
Q61139	PCSK7_MOUSE	Pcsk7 Pc7	Mus musculus (Mouse)
Q61271	ACV1B_MOUSE	Acvr1b Alk4	Mus musculus (Mouse)
Q61288	ACVL1_MOUSE	Acvrl1 Acvrlk1 Alk-1	Mus musculus (Mouse)
Q61450	LRB4B_MOUSE	Lilrb4b Gp49 Gp49a	Mus musculus (Mouse)
Q61483	DLL1_MOUSE	Dll1	Mus musculus (Mouse)
Q61490	CD166_MOUSE	Alcam	Mus musculus (Mouse)
Q61495	DSG1A_MOUSE	Dsg1a Dsg1	Mus musculus (Mouse)
Q61521	EREG_MOUSE	Ereg	Mus musculus (Mouse)
Q61526	ERBB3_MOUSE	Erbb3	Mus musculus (Mouse)
Q61527	ERBB4_MOUSE	Erbb4 Mer4	Mus musculus (Mouse)
Q61543	GSLG1_MOUSE	Glg1 Esl1 Mg160 Selel	Mus musculus (Mouse)
Q61712	DNJC1_MOUSE	Dnajc1 Dnajl1 Mtj1	Mus musculus (Mouse)
Q61727	I10R1_MOUSE	Il10ra Il10r	Mus musculus (Mouse)
Q61730	IL1AP_MOUSE	Il1rap	Mus musculus (Mouse)
Q61738	ITA7_MOUSE	Itga7	Mus musculus (Mouse)
Q61739	ITA6_MOUSE	Itga6	Mus musculus (Mouse)
Q61772	EPHA7_MOUSE	Epha7 Ebk Ehk3 Mdk1	Mus musculus (Mouse)
Q61790	LAG3_MOUSE	Lag3	Mus musculus (Mouse)
Q61824	ADA12_MOUSE	Adam12 Mltna	Mus musculus (Mouse)
Q61826	MADCA_MOUSE	Madcam1	Mus musculus (Mouse)
Q61830	MRC1_MOUSE	Mrc1	Mus musculus (Mouse)
Q61835	FXYD3_MOUSE	Fxyd3 Mat8 Plml	Mus musculus (Mouse)
Q61847	MEP1B_MOUSE	Mep1b Mep-1b	Mus musculus (Mouse)
Q61851	FGFR3_MOUSE	Fgfr3 Mfr3 Sam3	Mus musculus (Mouse)
Q61982	NOTC3_MOUSE	Notch3	Mus musculus (Mouse)
Q62005	ZP1_MOUSE	Zp1	Mus musculus (Mouse)
Q62011	PDPN_MOUSE	Pdpn Gp38 Ots8	Mus musculus (Mouse)
Q62028	PLA2R_MOUSE	Pla2r1 Pla2g1br	Mus musculus (Mouse)
Q62132	PTPRR_MOUSE	Ptprr Ptp13	Mus musculus (Mouse)
Q62151	RAGE_MOUSE	Ager Rage	Mus musculus (Mouse)
Q62165	DAG1_MOUSE	Dag1	Mus musculus (Mouse)
Q62178	SEM4A_MOUSE	Sema4a Semab SemB	Mus musculus (Mouse)
Q62179	SEM4B_MOUSE	Sema4b Kiaa1745 Semac SemC	Mus musculus (Mouse)
Q62190	RON_MOUSE	Mst1r Ron Stk	Mus musculus (Mouse)
Q62192	CD180_MOUSE	Cd180 Ly78 Rp105	Mus musculus (Mouse)
Q62217	SEM5A_MOUSE	Sema5a Semaf SemF	Mus musculus (Mouse)
Q62230	SN_MOUSE	Siglec1 Sa Sn	Mus musculus (Mouse)
Q62312	TGFR2_MOUSE	Tgfbr2	Mus musculus (Mouse)
Q62371	DDR2_MOUSE	Ddr2 Ntrkr3 Tkt Tyro10	Mus musculus (Mouse)
Q62413	EPHA6_MOUSE	Epha6 Ehk-2 Ehk2	Mus musculus (Mouse)
Q62469	ITA2_MOUSE	Itga2	Mus musculus (Mouse)
Q62470	ITA3_MOUSE	Itga3	Mus musculus (Mouse)
Q63961	EGLN_MOUSE	Eng Edg	Mus musculus (Mouse)
Q63994	CD33_MOUSE	Cd33 Siglec3	Mus musculus (Mouse)
Q64151	SEM4C_MOUSE	Sema4c S4c Semacl1 Semai	Mus musculus (Mouse)
Q64281	LRB4A_MOUSE	Lilrb4a Gp49b	Mus musculus (Mouse)
Q64314	CD34_MOUSE	Cd34	Mus musculus (Mouse)
Q64385	I11RA_MOUSE	Il11ra1 Etl2 Il11ra	Mus musculus (Mouse)
Q64449	MRC2_MOUSE	Mrc2 Kiaa0709	Mus musculus (Mouse)
Q64455	PTPRJ_MOUSE	Ptprj Byp Scc1	Mus musculus (Mouse)
Q64487	PTPRD_MOUSE	Ptprd	Mus musculus (Mouse)
Q64729	TGFR1_MOUSE	Tgfbr1	Mus musculus (Mouse)
Q64735	CR1L_MOUSE	Cr1l Crry Cry	Mus musculus (Mouse)
Q68SN8	FCRL5_MOUSE	Fcrl5 Fcrh3	Mus musculus (Mouse)
Q69ZK9	NLGN2_MOUSE	Nlgn2 Kiaa1366	Mus musculus (Mouse)
Q69ZN6	GNPTA_MOUSE	Gnptab Gnpta Kiaa1208	Mus musculus (Mouse)
Q69ZU6	THS7A_MOUSE	Thsd7a Gm837 Kiaa0960	Mus musculus (Mouse)
Q6AZB0	BOC_MOUSE	Boc	Mus musculus (Mouse)
Q6DFX2	ANTR2_MOUSE	Antxr2	Mus musculus (Mouse)
Q6DIB5	MEG10_MOUSE	Megf10	Mus musculus (Mouse)
Q6DR98	NRG1_MOUSE	Nrg1	Mus musculus (Mouse)
Q6NVD0	FREM2_MOUSE	Frem2 Nv1	Mus musculus (Mouse)
Q6P1B3	PIANP_MOUSE	Pianp Panp	Mus musculus (Mouse)
Q6P1C6	LRIG3_MOUSE	Lrig3 Kiaa3016	Mus musculus (Mouse)
Q6P1D5	SE6L1_MOUSE	Sez6l Aig1l Kiaa0927	Mus musculus (Mouse)
Q6P9K9	NRX3A_MOUSE	Nrxn3	Mus musculus (Mouse)
Q6PFE7	TEFF1_MOUSE	Tmeff1	Mus musculus (Mouse)
Q6PHS9	CA2D2_MOUSE	Cacna2d2 Kiaa0558	Mus musculus (Mouse)
Q6PHU5	SORT_MOUSE	Sort1	Mus musculus (Mouse)
Q6QNU9	TLR12_MOUSE	Tlr12 Gm1365 Tlr11	Mus musculus (Mouse)
Q6R5N8	TLR13_MOUSE	Tlr13	Mus musculus (Mouse)
Q6SJQ0	CLM8_MOUSE	Cd300a Clm8 Lmir1 Mcpir1	Mus musculus (Mouse)
Q6SJQ5	CLM3_MOUSE	Cd300ld3 Cd300lh Clm3 Lmir7	Mus musculus (Mouse)
Q6SJQ7	CLM1_MOUSE	Cd300lf Clm1 Lmir3	Mus musculus (Mouse)
Q6TL19	GUC2G_MOUSE	Gucy2g	Mus musculus (Mouse)
Q6U7R4	TIMD4_MOUSE	Timd4 Tim4	Mus musculus (Mouse)
Q6V4S5	SDK2_MOUSE	Sdk2 Kiaa1514	Mus musculus (Mouse)
Q6VNS1	NTRK3_MOUSE	Ntrk3 TrkC	Mus musculus (Mouse)
Q6VVW5	ANPRB_MOUSE	Npr2	Mus musculus (Mouse)
Q6XJV4	MO2R4_MOUSE	Cd200r4	Mus musculus (Mouse)
Q71M36	CSPG5_MOUSE	Cspg5 Caleb Ngc	Mus musculus (Mouse)
Q76KF0	SEM6D_MOUSE	Sema6d Kiaa1479	Mus musculus (Mouse)
Q78DX7	ROS1_MOUSE	Ros1 Ros Ros-1	Mus musculus (Mouse)
Q7M729	SCN4B_MOUSE	Scn4b Gm1471	Mus musculus (Mouse)
Q7M750	OPALI_MOUSE	Opalin Tmem10	Mus musculus (Mouse)
Q7TMD7	DSG4_MOUSE	Dsg4	Mus musculus (Mouse)
Q7TPD3	ROBO2_MOUSE	Robo2 Kiaa1568	Mus musculus (Mouse)
Q7TQH7	LRP10_MOUSE	Lrp10 Lrp9	Mus musculus (Mouse)
Q7TSA3	BTLA_MOUSE	Btla	Mus musculus (Mouse)
Q7TSF0	DSG1C_MOUSE	Dsg1c Dsg6	Mus musculus (Mouse)
Q7TSF1	DSG1B_MOUSE	Dsg1b Dsg5	Mus musculus (Mouse)
Q7TSK2	SEZ6_MOUSE	Sez6 Kiaa4158	Mus musculus (Mouse)
Q7TSK3	PCDH8_MOUSE	Pcdh8 Papc	Mus musculus (Mouse)
Q7TSN2	CLM4_MOUSE	Cd300c2 Cd300c Clm4 Igsf7 Lmir2	Mus musculus (Mouse)
Q7TSN7	IGSF5_MOUSE	Igsf5 Jam4	Mus musculus (Mouse)
Q7TSU7	KIRR2_MOUSE	Kirrel2 Neph3	Mus musculus (Mouse)
Q80T14	FRAS1_MOUSE	Fras1 Kiaa1500	Mus musculus (Mouse)
Q80TG9	LRFN2_MOUSE	Lrfn2 Kiaa1246 Salm1	Mus musculus (Mouse)
Q80UG2	PLXA4_MOUSE	Plxna4 Kiaa1550	Mus musculus (Mouse)
Q80UL9	JAML_MOUSE	Jaml Amica1 Gm638	Mus musculus (Mouse)
Q80W68	KIRR1_MOUSE	Kirrel1 Kirrel Neph1	Mus musculus (Mouse)
Q80WM9	TNR14_MOUSE	Tnfrsf14 hvem	Mus musculus (Mouse)
Q80X89	UD2A1_MOUSE	Ugt2a1	Mus musculus (Mouse)
Q80XG9	LRRT4_MOUSE	Lrrtm4	Mus musculus (Mouse)
Q80XH2	IMPG2_MOUSE	Impg2	Mus musculus (Mouse)
Q80XU8	LRFN4_MOUSE	Lrfn4 Salm3	Mus musculus (Mouse)
Q80XZ4	I22R1_MOUSE	Il22ra1	Mus musculus (Mouse)
Q80YA8	CRUM2_MOUSE	Crb2	Mus musculus (Mouse)
Q80YE4	LMTK1_MOUSE	Aatk Aatyk Kiaa0641 Lmr1 Lmtk1	Mus musculus (Mouse)
Q80ZD8	AMGO1_MOUSE	Amigo1 Ali2 Amigo Kiaa1163	Mus musculus (Mouse)
Q80ZE3	SIG10_MOUSE	Siglec10 Siglecg	Mus musculus (Mouse)
Q810B7	SLIK5_MOUSE	Slitrk5	Mus musculus (Mouse)
Q810B9	SLIK3_MOUSE	Slitrk3	Mus musculus (Mouse)
Q810C0	SLIK2_MOUSE	Slitrk2	Mus musculus (Mouse)
Q810C1	SLIK1_MOUSE	Slitrk1 Sltk1	Mus musculus (Mouse)
Q810F0	PRIMA_MOUSE	Prima1	Mus musculus (Mouse)
Q810U3	NFASC_MOUSE	Nfasc	Mus musculus (Mouse)
Q810U4	NRCAM_MOUSE	Nrcam Kiaa0343	Mus musculus (Mouse)
Q8BG22	CLCA2_MOUSE	Clca2 Clca5	Mus musculus (Mouse)
Q8BG84	LAIR1_MOUSE	Lair1	Mus musculus (Mouse)
Q8BGA3	LRRT2_MOUSE	Lrrtm2 Kiaa0416	Mus musculus (Mouse)
Q8BGT0	OSTM1_MOUSE	Ostm1 Gl	Mus musculus (Mouse)
Q8BGV3	TACD2_MOUSE	Tacstd2 Trop2	Mus musculus (Mouse)
Q8BH06	I17RE_MOUSE	Il17re	Mus musculus (Mouse)
Q8BHC0	LYVE1_MOUSE	Lyve1 Crsbp1 Xlkd1	Mus musculus (Mouse)
Q8BHK2	SCN3B_MOUSE	Scn3b	Mus musculus (Mouse)
Q8BHK6	SLAF7_MOUSE	Slamf7	Mus musculus (Mouse)
Q8BHN0	PPM1L_MOUSE	Ppm1l Kiaa4175	Mus musculus (Mouse)
Q8BIF0	C99L2_MOUSE	Cd99l2 Mic2l1	Mus musculus (Mouse)
Q8BJ48	NAGPA_MOUSE	Nagpa	Mus musculus (Mouse)
Q8BKG3	PTK7_MOUSE	Ptk7	Mus musculus (Mouse)
Q8BLQ9	CADM2_MOUSE	Cadm2 Igsf4d Necl3	Mus musculus (Mouse)
Q8BLY3	LRFN3_MOUSE	Lrfn3 Salm4	Mus musculus (Mouse)
Q8BMT4	LRC33_MOUSE	Nrros Lrrc33	Mus musculus (Mouse)
Q8BNA6	FAT3_MOUSE	Fat3 Gm1132 Gm510	Mus musculus (Mouse)
Q8BNJ6	NETO2_MOUSE	Neto2 Btcl2	Mus musculus (Mouse)
Q8BR86	KIRR3_MOUSE	Kirrel3 Kiaa1867 Neph2	Mus musculus (Mouse)
Q8BSU2	CXL16_MOUSE	Cxcl16 Srpsox	Mus musculus (Mouse)
Q8BTJ4	ENPP4_MOUSE	Enpp4 Kiaa0879	Mus musculus (Mouse)
Q8BX43	TR19L_MOUSE	Relt Tnfrsf19l	Mus musculus (Mouse)
Q8BXA0	LRFN5_MOUSE	Lrfn5 Kiaa4208 Salm5	Mus musculus (Mouse)
Q8BXQ2	PIGT_MOUSE	Pigt Ndap7	Mus musculus (Mouse)
Q8BYM5	NLGN3_MOUSE	Nlgn3	Mus musculus (Mouse)
Q8BZT5	LRC19_MOUSE	Lrrc19	Mus musculus (Mouse)
Q8C031	LRC4C_MOUSE	Lrrc4c Ngl1	Mus musculus (Mouse)
Q8C110	SLIK6_MOUSE	Slitrk6 Sltk6	Mus musculus (Mouse)
Q8C341	SUCO_MOUSE	Suco Opt	Mus musculus (Mouse)
Q8C3Q5	SHSA7_MOUSE	Shisa7	Mus musculus (Mouse)
Q8C8T7	ELFN1_MOUSE	Elfn1 Ppp1r28	Mus musculus (Mouse)
Q8C985	NRX3B_MOUSE	Nrxn3	Mus musculus (Mouse)
Q8CBF3	EPHB1_MOUSE	Ephb1	Mus musculus (Mouse)
Q8CBR1	ILDR1_MOUSE	Ildr1	Mus musculus (Mouse)
Q8CE08	PPAP_MOUSE	Acp3 Acpp	Mus musculus (Mouse)
Q8CGK5	INLR1_MOUSE	Ifnlr1 Il28ra	Mus musculus (Mouse)
Q8CII9	CRLF2_MOUSE	Crlf2 Crlm2 Tpte2 Tslpr	Mus musculus (Mouse)
Q8CJH3	PLXB1_MOUSE	Plxnb1 Kiaa0407	Mus musculus (Mouse)
Q8HWB0	HMR1_MOUSE	Mr1 Mr1a	Mus musculus (Mouse)
Q8JZL1	I17RD_MOUSE	Il17rd Il17rlm Sef	Mus musculus (Mouse)
Q8JZM4	DNER_MOUSE	Dner Bet Bret	Mus musculus (Mouse)
Q8K099	LRIT1_MOUSE	Lrit1 Lrrc21 Pal	Mus musculus (Mouse)
Q8K1E3	DLK2_MOUSE	Dlk2 Egfl9	Mus musculus (Mouse)
Q8K1G2	LBN_MOUSE	Evc2 Lbn	Mus musculus (Mouse)
Q8K1S2	UNC5D_MOUSE	Unc5d Unc5h4	Mus musculus (Mouse)
Q8K1S3	UNC5B_MOUSE	Unc5b Unc5h2	Mus musculus (Mouse)
Q8K1S4	UNC5A_MOUSE	Unc5a Kiaa1976 Unc5h1	Mus musculus (Mouse)
Q8K1S7	KREM2_MOUSE	Kremen2	Mus musculus (Mouse)
Q8K348	ACV1C_MOUSE	Acvr1c Alk7	Mus musculus (Mouse)
Q8K377	LRRT1_MOUSE	Lrrtm1	Mus musculus (Mouse)
Q8K4C2	I17RC_MOUSE	Il17rc	Mus musculus (Mouse)
Q8K4F0	CD226_MOUSE	Cd226 Pta1	Mus musculus (Mouse)
Q8K558	TRML1_MOUSE	Treml1 Tlt1	Mus musculus (Mouse)
Q8K592	AMHR2_MOUSE	Amhr2	Mus musculus (Mouse)
Q8K5B1	IL31R_MOUSE	Il31ra Glmr	Mus musculus (Mouse)
Q8QZT4	CRUM3_MOUSE	Crb3	Mus musculus (Mouse)
Q8R007	NECT4_MOUSE	Nectin4 Lnir Prr4 Pvrl4	Mus musculus (Mouse)
Q8R0I0	ACE2_MOUSE	Ace2	Mus musculus (Mouse)
Q8R138	TM119_MOUSE	Tmem119	Mus musculus (Mouse)
Q8R183	TIMD2_MOUSE	Timd2 Tim2	Mus musculus (Mouse)
Q8R2Y2	MUC18_MOUSE	Mcam Muc18	Mus musculus (Mouse)
Q8R373	CLMP_MOUSE	Clmp Acam Asam Asp5	Mus musculus (Mouse)
Q8R464	CADM4_MOUSE	Cadm4 Igsf4c Necl4 Tsll2	Mus musculus (Mouse)
Q8R4I7	NETO1_MOUSE	Neto1 Btcl1	Mus musculus (Mouse)
Q8R4U0	STAB2_MOUSE	Stab2 Feel2 Hare	Mus musculus (Mouse)
Q8R4V1	NFAM1_MOUSE	Nfam1 Cnaip	Mus musculus (Mouse)
Q8R4Y0	FCRL1_MOUSE	Fcrl1 Fcrh1 Ifgp1	Mus musculus (Mouse)
Q8R534	ADM1B_MOUSE	Adam1b	Mus musculus (Mouse)
Q8R5M8	CADM1_MOUSE	Cadm1 Igsf4 Necl2 Ra175 Syncam SynCam1 Tslc1	Mus musculus (Mouse)
Q8VBT0	TMX1_MOUSE	Tmx1 Txndc Txndc1	Mus musculus (Mouse)
Q8VBT3	OSCAR_MOUSE	Oscar	Mus musculus (Mouse)
Q8VCH2	CLM5_MOUSE	Cd300ld Clm5 Lmir4	Mus musculus (Mouse)
Q8VCN6	CD99_MOUSE	Cd99 Pilrl	Mus musculus (Mouse)
Q8VE98	CD276_MOUSE	Cd276 B7h3	Mus musculus (Mouse)
Q8VEM1	GOLI_MOUSE	Rnf130 G1rp	Mus musculus (Mouse)
Q8VHB5	CAH9_MOUSE	Ca9 Car9	Mus musculus (Mouse)
Q8VHF2	CDHR5_MOUSE	Cdhr5 Mucdhl Mupcdh	Mus musculus (Mouse)
Q8VHR0	PCD18_MOUSE	Pcdh18 Kiaa1562	Mus musculus (Mouse)
Q8VHS2	CRUM1_MOUSE	Crb1	Mus musculus (Mouse)
Q8VHY0	CSPG4_MOUSE	Cspg4 An2 Kiaa4232 Ng2	Mus musculus (Mouse)
Q8VI56	LRP4_MOUSE	Lrp4 Kiaa0816	Mus musculus (Mouse)
Q8VIM0	HAVR2_MOUSE	Havcr2 Tim3 Timd3	Mus musculus (Mouse)
Q91V98	CD248_MOUSE	Cd248 Tem1	Mus musculus (Mouse)
Q91VN0	LRP5_MOUSE	Lrp5 Lr3 Lrp7	Mus musculus (Mouse)
Q91XF4	RN167_MOUSE	Rnf167	Mus musculus (Mouse)
Q91XZ2	PCDB8_MOUSE	Pcdhb8	Mus musculus (Mouse)
Q91XZ4	PCDB6_MOUSE	Pcdhb6	Mus musculus (Mouse)
Q91Y11	PCDA9_MOUSE	Pcdha9	Mus musculus (Mouse)
Q91Y13	PCDA7_MOUSE	Pcdha7	Mus musculus (Mouse)
Q91Y57	SIG12_MOUSE	Siglec12 Siglec5 Siglece Siglecl1	Mus musculus (Mouse)
Q91YQ5	RPN1_MOUSE	Rpn1	Mus musculus (Mouse)
Q91ZV7	PLDX1_MOUSE	Plxdc1 Tem7	Mus musculus (Mouse)
Q91ZX7	LRP1_MOUSE	Lrp1 A2mr	Mus musculus (Mouse)
Q920G3	SIGL5_MOUSE	Siglec5 Siglecf	Mus musculus (Mouse)
Q922P8	T132A_MOUSE	Tmem132a Kiaa1583	Mus musculus (Mouse)
Q923L3	CSMD1_MOUSE	Csmd1	Mus musculus (Mouse)
Q924X1	EPGN_MOUSE	Epgn	Mus musculus (Mouse)
Q924X6	LRP8_MOUSE	Lrp8 Apoer2	Mus musculus (Mouse)
Q925F2	ESAM_MOUSE	Esam Esam1	Mus musculus (Mouse)
Q925P2	CEAM2_MOUSE	Ceacam2 Bgp2	Mus musculus (Mouse)
Q99JB7	AMNLS_MOUSE	Amn	Mus musculus (Mouse)
Q99JH7	CSTN3_MOUSE	Clstn3 Cs3 Cstn3	Mus musculus (Mouse)
Q99JW5	EPCAM_MOUSE	Epcam Tacstd1	Mus musculus (Mouse)
Q99K10	NLGN1_MOUSE	Nlgn1 Kiaa1070	Mus musculus (Mouse)
Q99KG5	LSR_MOUSE	Lsr Ildr3 Lisch7	Mus musculus (Mouse)
Q99M80	PTPRT_MOUSE	Ptprt	Mus musculus (Mouse)
Q99MB1	TLR3_MOUSE	Tlr3	Mus musculus (Mouse)
Q99N28	CADM3_MOUSE	Cadm3 Igsf4b Necl1 Syncam3 Tsll1	Mus musculus (Mouse)
Q99N43	KREM1_MOUSE	Kremen1 Kremen	Mus musculus (Mouse)
Q99NH8	TREM2_MOUSE	Trem2 Trem2a Trem2b Trem2c	Mus musculus (Mouse)
Q99P47	CNTP4_MOUSE	Cntnap4 Caspr4	Mus musculus (Mouse)
Q99P91	GPNMB_MOUSE	Gpnmb Dchil Hgfin Nmb	Mus musculus (Mouse)
Q99PF4	CAD23_MOUSE	Cdh23	Mus musculus (Mouse)
Q99PH1	LRRC4_MOUSE	Lrrc4	Mus musculus (Mouse)
Q99PJ1	PCD15_MOUSE	Pcdh15	Mus musculus (Mouse)
Q9CPW0	CNTP2_MOUSE	Cntnap2 Kiaa0868	Mus musculus (Mouse)
Q9CR23	TMEM9_MOUSE	Tmem9	Mus musculus (Mouse)
Q9CR75	TNR12_MOUSE	Tnfrsf12a Fgfrp2 Fn14	Mus musculus (Mouse)
Q9CS84	NRX1A_MOUSE	Nrxn1 Kiaa0578	Mus musculus (Mouse)
Q9CXM0	CHODL_MOUSE	Chodl	Mus musculus (Mouse)
Q9CYN9	RENR_MOUSE	Atp6ap2 Atp6ip2	Mus musculus (Mouse)
Q9CZ52	ANTR1_MOUSE	Antxr1 Atr Tem8	Mus musculus (Mouse)
Q9CZN4	SHSA9_MOUSE	Shisa9	Mus musculus (Mouse)
Q9CZT5	VASN_MOUSE	Vasn Slitl2	Mus musculus (Mouse)
Q9D024	CCD47_MOUSE	Ccdc47 Asp4	Mus musculus (Mouse)
Q9D0F3	LMAN1_MOUSE	Lman1 Ergic53	Mus musculus (Mouse)
Q9D1D4	TMEDA_MOUSE	Tmed10 Tmp21	Mus musculus (Mouse)
Q9D1T0	LIGO1_MOUSE	Lingo1 Lern1 Lrrn6a	Mus musculus (Mouse)
Q9D2Z1	CEA20_MOUSE	Ceacam20	Mus musculus (Mouse)
Q9D387	LAMP5_MOUSE	Lamp5	Mus musculus (Mouse)
Q9D3G2	SLAF8_MOUSE	Slamf8 Blame	Mus musculus (Mouse)
Q9D659	VISTA_MOUSE	Vsir Dies1 PD-1H VISTA	Mus musculus (Mouse)
Q9D7I0	SHSA5_MOUSE	Shisa5 Scotin	Mus musculus (Mouse)
Q9D7L8	TMIG1_MOUSE	Tmigd1 Tmigd	Mus musculus (Mouse)
Q9D806	VSTM5_MOUSE	Vstm5	Mus musculus (Mouse)
Q9D808	KCNE2_MOUSE	Kcne2	Mus musculus (Mouse)
Q9D8B7	JAM3_MOUSE	Jam3	Mus musculus (Mouse)
Q9D9J7	IZUM1_MOUSE	Izumo1	Mus musculus (Mouse)
Q9D9V2	EQTN_MOUSE	Eqtn Afaf Mn9	Mus musculus (Mouse)
Q9DA48	SACA1_MOUSE	Spaca1	Mus musculus (Mouse)
Q9DAH2	ZNRF4_MOUSE	Znrf4 Spzn	Mus musculus (Mouse)
Q9DBV4	MXRA8_MOUSE	Mxra8 Asp3 Dicam	Mus musculus (Mouse)
Q9DCF1	TMM25_MOUSE	Tmem25	Mus musculus (Mouse)
Q9EP73	PD1L1_MOUSE	Cd274 B7h1 Pdcd1l1 Pdcd1lg1 Pdl1	Mus musculus (Mouse)
Q9EPL2	CSTN1_MOUSE	Clstn1 Cs1 Cstn1 Kiaa0911	Mus musculus (Mouse)
Q9EPQ1	TLR1_MOUSE	Tlr1	Mus musculus (Mouse)
Q9EPR5	SORC2_MOUSE	Sorcs2	Mus musculus (Mouse)
Q9EPU5	TNR21_MOUSE	Tnfrsf21 Dr6	Mus musculus (Mouse)
Q9EPW9	TLR6_MOUSE	Tlr6	Mus musculus (Mouse)
Q9EQU3	TLR9_MOUSE	Tlr9	Mus musculus (Mouse)
Q9EQY0	ERN1_MOUSE	Ern1 Ire1	Mus musculus (Mouse)
Q9ER65	CSTN2_MOUSE	Clstn2 Cs2 Cstn2 Kiaa4134	Mus musculus (Mouse)
Q9ERC8	DSCAM_MOUSE	Dscam	Mus musculus (Mouse)
Q9ERS7	ILRL2_MOUSE	Il1rl2	Mus musculus (Mouse)
Q9ES57	MO2R1_MOUSE	Cd200r1 Mox2r Ox2r	Mus musculus (Mouse)
Q9ESG4	CLTRN_MOUSE	Cltrn Nx17 Tmem27	Mus musculus (Mouse)
Q9ET39	SLAF6_MOUSE	Slamf6 Ly108	Mus musculus (Mouse)
Q9JHJ3	GLMP_MOUSE	Glmp	Mus musculus (Mouse)
Q9JHJ8	ICOSL_MOUSE	Icoslg B7h B7h2 B7rp1 Icosl	Mus musculus (Mouse)
Q9JHX3	IL21R_MOUSE	Il21r Nilr	Mus musculus (Mouse)
Q9JI18	LRP1B_MOUSE	Lrp1b Lrpdit	Mus musculus (Mouse)
Q9JI59	JAM2_MOUSE	Jam2 Vejam	Mus musculus (Mouse)
Q9JI71	DLL4_MOUSE	Dll4	Mus musculus (Mouse)
Q9JI76	ADA21_MOUSE	Adam21 Adam31	Mus musculus (Mouse)
Q9JIP3	I17RB_MOUSE	Il17rb Evi27 Il17br	Mus musculus (Mouse)
Q9JKE1	TREM3_MOUSE	Trem3	Mus musculus (Mouse)
Q9JKE2	TREM1_MOUSE	Trem1	Mus musculus (Mouse)
Q9JKF6	NECT1_MOUSE	Nectin1 Hvec Prr1 Pvrl1	Mus musculus (Mouse)
Q9JKX8	UPK3A_MOUSE	Upk3a Upk3	Mus musculus (Mouse)
Q9JL18	BACE2_MOUSE	Bace2	Mus musculus (Mouse)
Q9JLB9	NECT3_MOUSE	Nectin3 Pvrl3	Mus musculus (Mouse)
Q9JLF7	TLR5_MOUSE	Tlr5	Mus musculus (Mouse)
Q9JLL3	TNR19_MOUSE	Tnfrsf19 Taj Troy	Mus musculus (Mouse)
Q9JLN6	ADA28_MOUSE	Adam28	Mus musculus (Mouse)
