Entry	Entry Name	Gene Names	Organism
Q9NSC7	SIA7A_HUMAN	ST6GALNAC1 SIAT7A UNQ543/PRO848	Homo sapiens (Human)
Q9NST1	PLPL3_HUMAN	PNPLA3 ADPN C22orf20	Homo sapiens (Human)
Q9NUM4	T106B_HUMAN	TMEM106B	Homo sapiens (Human)
Q9NX62	IMPA3_HUMAN	BPNT2 IMPA3 IMPAD1	Homo sapiens (Human)
Q9NXG6	P4HTM_HUMAN	P4HTM PH4	Homo sapiens (Human)
Q9NY25	CLC5A_HUMAN	CLEC5A CLECSF5 MDL1	Homo sapiens (Human)
Q9NY28	GALT8_HUMAN	GALNT8	Homo sapiens (Human)
Q9NY97	B3GN2_HUMAN	B3GNT2 B3GALT7 B3GNT1	Homo sapiens (Human)
Q9NZ08	ERAP1_HUMAN	ERAP1 APPILS ARTS1 KIAA0525 UNQ584/PRO1154	Homo sapiens (Human)
Q9NZM1	MYOF_HUMAN	MYOF FER1L3 KIAA1207	Homo sapiens (Human)
Q9NZS2	KLRF1_HUMAN	KLRF1 CLEC5C ML	Homo sapiens (Human)
Q9P109	GCNT4_HUMAN	GCNT4	Homo sapiens (Human)
Q9P126	CLC1B_HUMAN	CLEC1B CLEC2 UNQ721/PRO1384	Homo sapiens (Human)
Q9P2E5	CHPF2_HUMAN	CHPF2 CHSY3 CSGLCAT KIAA1402 UNQ299/PRO339	Homo sapiens (Human)
Q9P2W7	B3GA1_HUMAN	B3GAT1 GLCATP	Homo sapiens (Human)
Q9UBM8	MGT4C_HUMAN	MGAT4C	Homo sapiens (Human)
Q9UBQ6	EXTL2_HUMAN	EXTL2 EXTR2	Homo sapiens (Human)
Q9UBV7	B4GT7_HUMAN	B4GALT7 XGALT1 UNQ748/PRO1478	Homo sapiens (Human)
Q9UBX8	B4GT6_HUMAN	B4GALT6	Homo sapiens (Human)
Q9UEW3	MARCO_HUMAN	MARCO SCARA2	Homo sapiens (Human)
Q9UH99	SUN2_HUMAN	SUN2 FRIGG KIAA0668 RAB5IP UNC84B	Homo sapiens (Human)
Q9UHE5	NAT8_HUMAN	NAT8 CML1 GLA TSC501	Homo sapiens (Human)
Q9UHF3	NAT8B_HUMAN	NAT8B CML2	Homo sapiens (Human)
Q9UHN6	CEIP2_HUMAN	CEMIP2 KIAA1412 TMEM2	Homo sapiens (Human)
Q9UHP7	CLC2D_HUMAN	CLEC2D CLAX LLT1 OCIL	Homo sapiens (Human)
Q9UIQ6	LCAP_HUMAN	LNPEP OTASE	Homo sapiens (Human)
Q9UIR0	BTNL2_HUMAN	BTNL2	Homo sapiens (Human)
Q9UJ14	GGT7_HUMAN	GGT7 GGTL3 GGTL5	Homo sapiens (Human)
Q9UJ37	SIA7B_HUMAN	ST6GALNAC2 SIAT7B SIATL1 STHM	Homo sapiens (Human)
Q9UJ71	CLC4K_HUMAN	CD207 CLEC4K	Homo sapiens (Human)
Q9UKM7	MA1B1_HUMAN	MAN1B1 UNQ747/PRO1477	Homo sapiens (Human)
Q9UKU6	TRHDE_HUMAN	TRHDE UNQ2507/PRO5995	Homo sapiens (Human)
Q9UL52	TM11E_HUMAN	TMPRSS11E DESC1 TMPRSS11E2 UNQ742/PRO1461	Homo sapiens (Human)
Q9ULG6	CCPG1_HUMAN	CCPG1 CCP8 CPR8 KIAA1254	Homo sapiens (Human)
Q9ULY5	CLC4E_HUMAN	CLEC4E CLECSF9 MINCLE UNQ218/PRO244	Homo sapiens (Human)
Q9UM21	MGT4A_HUMAN	MGAT4A	Homo sapiens (Human)
Q9UMD9	COHA1_HUMAN	COL17A1 BP180 BPAG2	Homo sapiens (Human)
Q9UMR7	CLC4A_HUMAN	CLEC4A CLECSF6 DCIR LLIR HDCGC13P	Homo sapiens (Human)
Q9UN42	AT1B4_HUMAN	ATP1B4	Homo sapiens (Human)
Q9UNA3	A4GCT_HUMAN	A4GNT	Homo sapiens (Human)
Q9UNG2	TNF18_HUMAN	TNFSF18 AITRL GITRL TL6 UNQ149/PRO175	Homo sapiens (Human)
Q9UNP4	SIAT9_HUMAN	ST3GAL5 SIAT9 UNQ2510/PRO5998	Homo sapiens (Human)
Q9UP52	TFR2_HUMAN	TFR2	Homo sapiens (Human)
Q9UQ53	MGT4B_HUMAN	MGAT4B UNQ906/PRO1927	Homo sapiens (Human)
Q9UQQ1	NALDL_HUMAN	NAALADL1 NAALADASEL NAALADL	Homo sapiens (Human)
Q9Y231	FUT9_HUMAN	FUT9	Homo sapiens (Human)
Q9Y274	SIA10_HUMAN	ST3GAL6 SIAT10	Homo sapiens (Human)
Q9Y275	TN13B_HUMAN	TNFSF13B BAFF BLYS TALL1 TNFSF20 ZTNF4 UNQ401/PRO738	Homo sapiens (Human)
Q9Y278	HS3S2_HUMAN	HS3ST2 3OST2 UNQ2442/PRO5004	Homo sapiens (Human)
Q9Y287	ITM2B_HUMAN	ITM2B BRI BRI2	Homo sapiens (Human)
Q9Y2A9	B3GN3_HUMAN	B3GNT3 B3GALT8 TMEM3 UNQ637/PRO1266	Homo sapiens (Human)
Q9Y2B1	RXLT1_HUMAN	RXYLT1 TMEM5	Homo sapiens (Human)
Q9Y2C2	UST_HUMAN	UST DS2ST	Homo sapiens (Human)
Q9Y2C3	B3GT5_HUMAN	B3GALT5	Homo sapiens (Human)
Q9Y2Y6	TMM98_HUMAN	TMEM98 UNQ536/PRO1079	Homo sapiens (Human)
Q9Y328	NSG2_HUMAN	NSG2 CALY3	Homo sapiens (Human)
Q9Y3Q0	NALD2_HUMAN	NAALAD2	Homo sapiens (Human)
Q9Y4C5	CHST2_HUMAN	CHST2 GN6ST	Homo sapiens (Human)
Q9Y5Q5	CORIN_HUMAN	CORIN CRN TMPRSS10	Homo sapiens (Human)
Q9Y5Y6	ST14_HUMAN	ST14 PRSS14 SNC19 TADG15	Homo sapiens (Human)
Q9Y5Z6	B3GT1_HUMAN	B3GALT1	Homo sapiens (Human)
Q9Y662	HS3SB_HUMAN	HS3ST3B1 3OST3B1 HS3ST3B	Homo sapiens (Human)
Q9Y663	HS3SA_HUMAN	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180	Homo sapiens (Human)
A0PJZ3	GXLT2_HUMAN	GXYLT2 GLT8D4	Homo sapiens (Human)
O43736	ITM2A_HUMAN	ITM2A UNQ603/PRO1189	Homo sapiens (Human)
O43908	NKG2F_HUMAN	KLRC4 NKG2F	Homo sapiens (Human)
Q4G148	GXLT1_HUMAN	GXYLT1 GLT8D3	Homo sapiens (Human)
Q5SRI9	MANEA_HUMAN	MANEA	Homo sapiens (Human)
Q69YU5	UQCC6_HUMAN	UQCC6 BR BRAWNIN C12orf73	Homo sapiens (Human)
Q6P4E1	GOLM2_HUMAN	GOLM2 CASC4 UNQ2573/PRO6308	Homo sapiens (Human)
Q6PK18	OGFD3_HUMAN	OGFOD3 C17orf101	Homo sapiens (Human)
Q6ZWK6	TM11F_HUMAN	TMPRSS11F HATL4	Homo sapiens (Human)
Q76KP1	B4GN4_HUMAN	B4GALNT4	Homo sapiens (Human)
Q7RTY8	TMPS7_HUMAN	TMPRSS7	Homo sapiens (Human)
Q7Z4J2	GL6D1_HUMAN	GLT6D1 GLTDC1 GT6M7	Homo sapiens (Human)
Q86VU5	CMTD1_HUMAN	COMTD1 UNQ766/PRO1558	Homo sapiens (Human)
Q86Y22	CONA1_HUMAN	COL23A1	Homo sapiens (Human)
Q8IZP7	H6ST3_HUMAN	HS6ST3	Homo sapiens (Human)
Q8IZS7	CLCL1_HUMAN	CLECL1P CLECL1 DCAL1	Homo sapiens (Human)
Q8N1N0	CLC4F_HUMAN	CLEC4F CLECSF13	Homo sapiens (Human)
Q96LD1	SGCZ_HUMAN	SGCZ	Homo sapiens (Human)
Q96SE0	ABHD1_HUMAN	ABHD1 LABH1	Homo sapiens (Human)
Q9H0X4	F234A_HUMAN	FAM234A C16orf9 ITFG3	Homo sapiens (Human)
Q9Y644	RFNG_HUMAN	RFNG	Homo sapiens (Human)
Q9Y661	HS3S4_HUMAN	HS3ST4 3OST4	Homo sapiens (Human)
U3KPV4	A3LT2_HUMAN	A3GALT2 A3GALT2P IGBS3S	Homo sapiens (Human)
A6NG13	MGT4D_HUMAN	MGAT4D	Homo sapiens (Human)
A8MXE2	B3GT9_HUMAN	B3GALT9 B3GNT10	Homo sapiens (Human)
C9JXX5	FREY_HUMAN	FREY1 C11orf94 FREY	Homo sapiens (Human)
O95502	NPTXR_HUMAN	NPTXR	Homo sapiens (Human)
P0C7V7	SC11B_HUMAN	SEC11B SEC11L2 SPCS4B	Homo sapiens (Human)
Q0P6D2	DIK1C_HUMAN	DIPK1C C18orf51 FAM69C	Homo sapiens (Human)
Q2TBF2	WSCD2_HUMAN	WSCD2 KIAA0789	Homo sapiens (Human)
Q5T7M9	DIK1A_HUMAN	DIPK1A FAM69A	Homo sapiens (Human)
Q5VSG8	MANEL_HUMAN	MANEAL	Homo sapiens (Human)
Q5VUD6	DIK1B_HUMAN	DIPK1B C9orf136 FAM69B PP6977	Homo sapiens (Human)
Q658N2	WSCD1_HUMAN	WSCD1 KIAA0523	Homo sapiens (Human)
Q68CQ7	GL8D1_HUMAN	GLT8D1 GALA4A AD-017 MSTP137 UNQ572/PRO1134	Homo sapiens (Human)
Q6ICH7	ASPH2_HUMAN	ASPHD2	Homo sapiens (Human)
Q6UWH4	GAK1B_HUMAN	GASK1B C4orf18 ENED FAM198B AD021 UNQ2512/PRO6001	Homo sapiens (Human)
Q6UX72	B3GN9_HUMAN	B3GNT9 UNQ1922/PRO4397	Homo sapiens (Human)
Q6ZNI0	GCNT7_HUMAN	GCNT7 C20orf105	Homo sapiens (Human)
Q7L211	ABHDD_HUMAN	ABHD13 C13orf6	Homo sapiens (Human)
Q8IUS5	EPHX4_HUMAN	EPHX4 ABHD7 EH4 EPHXRP	Homo sapiens (Human)
Q8N1L4	CP4Z2_HUMAN	CYP4Z2P	Homo sapiens (Human)
Q9BUJ0	ABHEA_HUMAN	ABHD14A UNQ1913/PRO4373	Homo sapiens (Human)
Q9H1C3	GL8D2_HUMAN	GLT8D2 GALA4A UNQ1901/PRO4347	Homo sapiens (Human)
A6NLE4	SIM23_HUMAN	SMIM23 C5orf50	Homo sapiens (Human)
P0DN25	C1C1L_HUMAN	C1GALT1C1L	Homo sapiens (Human)
Q4G0N0	GGTA1_HUMAN	GGTA1 GGTA1P	Homo sapiens (Human)
Q5H943	KKLC1_HUMAN	CT83 CXorf61 KKLC1	Homo sapiens (Human)
Q5U4P2	ASPH1_HUMAN	ASPHD1	Homo sapiens (Human)
Q5VUY2	ADCL4_HUMAN	AADACL4	Homo sapiens (Human)
